Website,Website Category,SimilarWeb Global Rank,Global Monthly Visits,Company Name,Company Country,Company State,Company City,Company Phone,Company Revenue Range,Company Employee Range,Personal Emails,RoleBased Emails,Technology Coverage
nowmadz.com,Travel,1787032,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,0.04081633
revistamotor.eu,News & Media,1494290,20000,,,,,,,,,Upgrade to reveal,0.01
tophealthremedies.com,Health > Nutrition,1310819,20000,,,,,,,,,,1
skybase.ru,Law & Government > Military & Defense,400151,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,1
infoandina.org,Sports,1563272,20000,,,,,,,,,,0.02702703
crowdjustice.co.uk,Unknown,2378679,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.9726027
conchitawurst.com,Food & Drink > Cooking & Recipes,1724185,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,0.03225806
nylag.org,Law & Government > Law,2140840,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.02020202
euroskateshop.fr,Unknown,1153785,20000,,,,,,,,,,0.99
weblara.com.br,Internet & Telecom > Chats & Forums,637530,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01
renderrocket.com,Computer & Electronics > Software,598782,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.03529412
theprudentpantryblog.blogspot.com,Food & Drink > Cooking & Recipes,2422976,20000,,,,,,,,,,0.990099
zoc-max.sk,Shopping > Clothing,1287839,20000,,,,,,,,Upgrade to reveal,,0.9836066
casa-latina.org,People & Society > Religion & Spirituality,3395629,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01515152
adventurescience.org,Career & Education > Education,1424923,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.6565657
iaayp.ro,People & Society > Religion & Spirituality,2806455,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,,,,Upgrade to reveal,Upgrade to reveal,0.01
onfilm.photo,Unknown,1016801,20000,,,,,,,,,,0.1818182
lamax-electronics.com,Unknown,1120721,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.4186046
rzim.eu,People & Society > Religion & Spirituality,2504318,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01041667
www-sahs.stjohns.k12.fl.us,Unknown,,20000,,,,,,,,,,0.01234568
explainify.com,Business & Industry > Marketing & Advertising,1099249,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,1
australianfootball.com,Sports > Football,447886,20000,,,,,,,,,,0.01041667
policyexchange.org.uk,Law & Government > Government,1026009,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01
maketto1351.com,Business & Industry > Marketing & Advertising,1416670,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,0.9074074
laurascraftylife.com,Shopping > Home & Garden,1306041,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,,1
bws.dk,Business & Industry,1141115,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,1
giveaways4mom.com,Books & Literature,704967,20000,,,,,,,,,,0.01639344
france-japon.net,People & Society,1228827,20000,,,,,,,,Upgrade to reveal,,0.04
badmintondirect.com,Shopping > Sports,778824,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,1
daverapoza.tumblr.com,Business & Industry,1146130,20000,,,,,,,,,,0.9009901
southfloridareporter.com,Unknown,1923328,20000,,,,,,,,,Upgrade to reveal,0.980198
gnostics.com,People & Society > Religion & Spirituality,2460494,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,0.02150538
opheliabell.com,Adult,4786238,20000,,,,,,,,,,0.02531646
vso.cz,Career & Education > Education,1026876,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,,0.01030928
theartofplating.com,News & Media,873277,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,1
sjweb.info,People & Society > Religion & Spirituality,924719,20000,,,,,,,,,,0.01960784
getinstafamous.com,Adult,3472626,20000,,,,,,,,,,0.01408451
fieldprojects.org,Unknown,2773096,20000,,,,,,,,,Upgrade to reveal,1
kwanumzen.org,People & Society > Religion & Spirituality,1517867,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01960784
azahner.com,Arts & Entertainment,1139012,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,1
lodgingmagazine.com,Travel > Accommodation & Hotels,1093239,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.00990099
onlyinamericablogging.blogspot.com,People & Society,2427053,20000,,,,,,,,,,0.01980198
coyotebluesfreshmex.com,Food & Drink > Restaurants & Delivery,5781744,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,,0.05
lonesurvivorfoundation.org,People & Society > Philanthropy,1760018,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01298701
galaxiagutenberg.com,Business & Industry,1272759,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,,Upgrade to reveal,0.02
houseofknives.ca,Shopping,873632,20000,Upgrade to reveal,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.9795918
toscanogioielli.it,Shopping > Jewelry,2153095,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,,Upgrade to reveal,Upgrade to reveal,1
sucodemanga.com.br,Arts & Entertainment > Animation & Comics,1113491,20000,,,,,,,,,Upgrade to reveal,0.0297619
rocparent.com,Home & Garden > Nursery & Playroom,3043426,20000,,,,,,,,,,0.01010101
ourclubhouse.org,People & Society,6671586,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,1
finanzaoperativa.com,Finance > Investing,500519,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.95
bitsandboxes.com,Pets & Animals > Animal Products & Service,1592190,20000,,,,,,,,,,0.03
longplayer.org,Arts & Entertainment > Music & Audio,1792887,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01136364
prorev.com,News & Media,1188239,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.1089109
cameraelectronic.com.au,Shopping > Consumer Electronics,1135329,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01010101
xobruno.com,Shopping > Clothing,3802790,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,0.02
oficinadegerencia.com,Business & Industry,1526353,20000,,,,,,,,,,0.01
zenbellycatering.com,Food & Drink > Catering,1899124,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,0.9827586
finance.vanderbilt.edu,Career & Education > Universities & Colleges,1419749,20000,,,,,,,,,,0.02083333
japanesecandykit.com,Shopping > Home & Garden,2048479,20000,,,,,,,,,,1
karenlangebeck.com,Business & Industry,2690018,20000,,,,,,,,Upgrade to reveal,,0.03333334
homespunseasonalliving.com,Food & Drink > Cooking & Recipes,1680458,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,0.01010101
thewriter.com,Books & Literature,1053242,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01449275
namcc.org,People & Society > Religion & Spirituality,5866207,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01041667
fde.ueh.edu.vn,Unknown,,20000,,,,,,,,,,0.07
pnl-info.typepad.com,Science > Social Sciences,1850400,20000,,,,,,,,,,0.02352941
byba.co.uk,Business & Industry > Construction & Maintenance,1193945,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,,Upgrade to reveal,0.1290323
nationalblueribbonschools.ed.gov,Unknown,,20000,,,,,,,,,,0.01960784
imaginecanada.ca,People & Society,1209283,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01470588
1api.net,Business & Industry,935077,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.05
custardfactory.co.uk,Arts & Entertainment,1630764,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01020408
isthisreallymylife.com,People & Society,1615421,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,1
cinetecamilano.it,Arts & Entertainment > Movies,1070214,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01010101
technoarea.in,Computer & Electronics > Software,1164690,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,,,1
halleylombardia.it,Shopping,845676,20000,,,,,,,,,Upgrade to reveal,0.02083333
tmpresale.com,Arts & Entertainment > Music & Audio,1721043,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,1
sharkstewards.org,Recreation & Hobbies,1582116,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,,0.01
eminenstore.com,Beauty & Fitness > Skin Care,1347175,20000,,,,,,,,,,1
dadofdivas.com,Home & Garden > Nursery & Playroom,2199285,20000,,,,,,,,,,0.03921569
blog.magestore.com,Unknown,,20000,,,,,,,,,,0.0173913
edu-danmark.dk,People & Society > Religion & Spirituality,1331064,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.05
resultativesmm.com,Arts & Entertainment,1255519,20000,,,,,,,,,,0.02020202
shiptotheborder.com,Business & Industry > Transportation & Logistics,1388729,20000,,,,,,,,,,0.00990099
starnursery.com,Shopping > Home & Garden,1297673,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.0882353
alacra.com,Business & Industry,868257,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.831579
apotpourriofvestiges.com,Travel > Accommodation & Hotels,1189060,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,1
simplychicforyou.com,Shopping,14037724,20000,,,,,,,,Upgrade to reveal,,0.01010101
blog.quantopian.com,Unknown,,20000,,,,,,,,,,0.02
freebreaksblog.com,Arts & Entertainment > Music & Audio,1504550,20000,,,,,,,,,Upgrade to reveal,0.03
angelcity.findangel.org,Unknown,,20000,,,,,,,,,,0.01
stylelabs.com,Business & Industry,6599947,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.02325581
coinfire.io,Arts & Entertainment > Music & Audio,952691,20000,,,,,,,,Upgrade to reveal,,0.02020202
fondantsource.com,Shopping,1133520,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,1
riverfront.org,Sports,2419831,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.03921569
awakengeneration.wordpress.com,People & Society > Religion & Spirituality,15589327,20000,,,,,,,,,,0.03960396
thesize.es,Arts & Entertainment > TV & Video,838144,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,Upgrade to reveal,Upgrade to reveal,0.01010101
sirtex.com,Health,1184543,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01
caddra.ca,Health > Mental Health,1096246,20000,,,,,,,,Upgrade to reveal,,0.01
sp-marketing.com,Business & Industry > Marketing & Advertising,1238178,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.2941177
vapetasia.com,Arts & Entertainment,1931867,20000,,,,,,,,,Upgrade to reveal,1
assertum.blogspot.com,People & Society,1846409,20000,,,,,,,,,,0.04
classicalmusicmagazine.org,News & Media,1759929,20000,,,,,,,,,,0.01
ospedale.al.it,Health > Medicine,1075389,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01
henkhoogendoorn.blogspot.com,Computer & Electronics > Software,1417964,20000,,,,,,,,,,0.06
bvibeacon.com,News & Media,1387386,20000,,,,,,,,Upgrade to reveal,,0.01
bellpottinger.com,Business & Industry,1670458,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,Upgrade to reveal,Upgrade to reveal,0.01010101
artdeadline.ru,Arts & Entertainment,998534,20000,,,,,,,,,,0.01
saluteolistica.blogspot.it,People & Society,1791843,20000,,,,,,,,,,0.01980198
loveyourliver.com.au,Health > Conditions & Diseases,2021116,20000,,,,,,,,,,0.01515152
afghanistan-analysts.org,Law & Government > Government,1661461,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.9859155
raannt.com,Arts & Entertainment,2176634,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.03703704
lolland.dk,Law & Government,1935911,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.00990099
hetnieuweinstituut.nl,Career & Education > Education,1210708,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.02857143
campusstore.usu.edu,Unknown,,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,,,,0.03960396
pcpcc.org,Health,962892,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,0.04347826
geff.eu,Business & Industry,1196419,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.0625
boswells.co.uk,Business & Industry,1457066,20000,,,,,,,,,Upgrade to reveal,0.9756098
languagemagazine.com,Career & Education > Education,1082089,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01
leadsa.co.za,News & Media,2189296,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,1
maxim-rest.ru,Food & Drink,1040667,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01
sirisfood.com,Food & Drink,2892271,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,Upgrade to reveal,,1
strapui.com,Internet & Telecom > Search Engine,574996,20000,,,,,,,,,,1
upgrademotoring.com,Autos & Vehicles > Automotive Industry,1813985,20000,,,,,,,,,Upgrade to reveal,0.00990099
remax-ireland.com,Business & Industry > Real Estate,2463167,20000,,,,,,,,,,0.01010101
madridfree.org,Sports,1431346,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,1
geniodooriente.com.br,People & Society,924900,20000,,,,,,,,,Upgrade to reveal,0.01020408
nscreenmedia.com,Arts & Entertainment,1346887,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,,0.01010101
westfaliasforsale.com,Shopping,515544,20000,,,,,,,,Upgrade to reveal,,1
putneyschool.org,Career & Education > Universities & Colleges,642891,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01
latitudes.nu,Travel > Tourism,2169533,20000,,,,,,,,,Upgrade to reveal,0.01052632
btechavmounts.com,Business & Industry,1009071,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,0.01010101
celebrateanddecorate.com,Shopping,1725742,20000,,,,,,,,,,1
kleenkuip.com,Business & Industry > Construction & Maintenance,2153205,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,Upgrade to reveal,Upgrade to reveal,0.01190476
wolvestuc.org.uk,Internet & Telecom > Social Network,4602090,20000,,,,,,,,,Upgrade to reveal,0.00990099
frackfreedenton.com,Arts & Entertainment,6771128,20000,,,,,,,,,Upgrade to reveal,0.06593407
perishablenews.com,Food & Drink,1589334,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01
decisioninsite.com,Business & Industry,1341954,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.02666667
sirkit.ca,Shopping,1210515,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.1111111
australiance.fr,Travel > Tourism,1339060,20000,,,,,,,,,,0.02272727
liberal.org.tr,Law & Government > Government,1114569,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01492537
hushmagazine.ca,News & Media,1755319,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01075269
jasonkander.com,People & Society,1251680,20000,,,,,,,,,Upgrade to reveal,0.1290323
girliegirlarmy.com,Shopping > Clothing,2063079,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,0.01
hummel.si,Business & Industry,615063,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.03061225
dogfordog.com,Pets & Animals > Animal Products & Service,1619534,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.9795918
lindsayletters.com,Arts & Entertainment,956272,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,1
buzzcapture.com,Internet & Telecom,692794,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01162791
swpleague.co.uk,Sports > Soccer,2009933,20000,,,,,,,,Upgrade to reveal,,0.00990099
thedailydoll.com,News & Media > Newspapers,3614353,20000,,,,,,,,,,0.00990099
proseccoandplaid.com,Shopping > Clothing,1894861,20000,,,,,,,,Upgrade to reveal,,0.5148515
sdchamber.org,Business & Industry,2312678,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01052632
mouthcancerfoundation.org,Health > Conditions & Diseases,1922943,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,1
smallmiraclesrescue.org,Pets & Animals > Pets,2597916,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.2
derickg.com,Arts & Entertainment,1227293,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,,0.01010101
blog.motionmedia.com,Unknown,,20000,,,,,,,,,,0.09
blogs.agilefaqs.com,Unknown,,20000,,,,,,,,,,0.06
reunionblues.com,Arts & Entertainment > Music & Audio,1380837,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01980198
thoughtsbynatalie.com,People & Society,1399339,20000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,,0.00990099
arjanbrouwer.nl,People & Society,2706693,20000,,,,,,,,,Upgrade to reveal,0.0125
moralfibres.co.uk,Home & Garden > Home Improvement,1555098,20000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,,,,,Upgrade to reveal,0.01010101
incyclesoftware.com,Computer & Electronics > Software,1150299,20000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,0.9893617
blackgospel.com,Arts & Entertainment > Music & Audio,2197256,20000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.00990099
mightycampers.com.au,Autos & Vehicles > Automotive Industry,1702831,20000,,,,,,,,,,0.04301075
callyourgirlfriend.com,Arts & Entertainment > Music & Audio,1323617,20000,,,,,,,,,,0.6930693
tptschool.com,Business & Industry > Marketing & Advertising,6200663,15000,,,,,,,,,,0.24
oaklandtech.com,Career & Education > Education,978893,15000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.03333334
weekendplan.in,Travel > Accommodation & Hotels,1427549,15000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.9871795
quinovic.co.nz,Business & Industry > Real Estate,1304522,15000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,0.1414141
penguinisland.com.au,Travel > Tourism,1865138,15000,,,,,,,,,Upgrade to reveal,0.02222222
nbia.org,Business & Industry,1598855,15000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01075269
onlyatoms.com,Shopping > Clothing,1655597,15000,,,,,,,,,,0.9897959
cardmakingparadise.com,Business & Industry,1415440,15000,,,,,,,,Upgrade to reveal,,0.01980198
speedwaydigest.com,Autos & Vehicles > Motorsports,4787865,15000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,,0.01904762
isupportstreetart.com,Arts & Entertainment > Visual Arts & Design,1383389,15000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01
escaperoomwny.com,Unknown,2071129,15000,,,,,,,,,,0.9827586
houndmouth.com,Pets & Animals > Pets,1954944,15000,,,,,,,,,,1
brianhonigman.com,Internet & Telecom > Online Marketing,829756,15000,,,,,,,,,,0.01315789
frontlinesms.com,Computer & Electronics > Software,580105,15000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.02020202
landcoalition.org,Science > Environment,1303949,15000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01020408
revoluciondemocratica.cl,Shopping,1003042,15000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01
bovinevetonline.com,Business & Industry > Agriculture & Forestry,1343572,15000,,,,,,,,,,0.01449275
anglerweb.com,Sports > Fishing,2066969,15000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,0.01
planotatico.com,Sports > Soccer,1145400,15000,,,,,,,,Upgrade to reveal,,0.556701
streamguys.org,Arts & Entertainment,1412181,15000,,,,,,,,,,0.02
nextthreedays.com,Business & Industry,1405074,15000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,0.01
maydan.drohobych.net,Unknown,,15000,,,,,,,,,,0.01
lakesideconnect.com,Career & Education > Education,1895920,15000,,,,,,,,,,0.00990099
whitepartybangkok.com,Unknown,2588506,15000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.03571429
fitness10.org,Arts & Entertainment > Celebrities & Entertainment News,1468831,15000,,,,,,,,,,0.008196721
hawthornevalleyfarm.org,Business & Industry > Agriculture & Forestry,3042696,15000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01176471
synesthesia.it,Internet & Telecom,1453793,15000,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01010101
blog.mylearningbabyguide.com,Unknown,,15000,,,,,,,,,,0.5
cellphonesforsoldiers.com,Shopping > Consumer Electronics,1304809,15000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.01190476
rusvrach.ru,Health > Medicine,1121931,15000,,,,,,,,Upgrade to reveal,Upgrade to reveal,0.01020408
listen.no,Arts & Entertainment > Movies,2825628,15000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,,,0.01136364
yourfutureinautomotive.com,Autos & Vehicles > Automotive Industry,1619983,15000,,,,,,,,,,0.025
deadoceans.com,Arts & Entertainment > Music & Audio,1545776,15000,Upgrade to reveal,,,,,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,Upgrade to reveal,0.04
johnvince.com,Food & Drink > Food & Grocery Retailers,5735540,15000,Upgrade to reveal,Upgrade to reveal,,Upgrade to reveal,Upgrade to reveal,,,Upgrade to reveal,,0.2727273
